Rank,Summoner,Tier,LP,Most Champ,Wins,Losses,Win Ratio
630,Dragoon#NA1,master,14,"['Aatrox', 'KSante', 'Gangplank']",21,9,70
631,Detention#NA1,master,14,"['Zoe', 'Nilah', 'Kaisa']",48,36,57
632,shiFenZhongHouC#NA1,master,14,"['Graves', 'Ekko', 'Kayn']",75,68,52
633,Lony#OUI,master,13,"['Ekko', 'Lucian', 'Azir']",29,19,60
634,SublimeSonics#3952,master,13,"['Twitch', 'Graves', 'Ezreal']",56,51,52
635,BAD OMENS#dds,master,12,"['Twitch', 'Draven', 'Karthus']",35,24,59
636,WildDog#SUS,master,11,"['Lux', 'Ahri', 'Seraphine']",61,52,54
637,Sea dweller#NA1,master,11,"['Quinn', 'Thresh', 'Vi']",41,31,57
638,Ét Ô Ét TT#NA1,master,11,"['Brand', 'Nocturne', 'Viego']",37,25,60
639,KyleBaseball27#NA2,master,11,"['Milio', 'Karma', 'Rakan']",79,58,58
640,llaMataz#LLA,master,10,"['LeeSin', 'Brand', 'Jax']",26,13,67
641,Outplay#NA1,master,10,"['MissFortune', 'Ashe', 'Varus']",38,38,50
642,Brazukko#2415,master,10,"['Alistar', 'Bard', 'Xerath']",86,86,50
643,长吻晚安#0524,master,9,"['Talon', 'Vladimir', 'Ekko']",46,39,54
644,Wunderful#420,master,8,"['LeeSin', 'Darius', 'MonkeyKing']",76,65,54
645,AR47#NA1,master,7,"['Sylas', 'Veigar', 'Taliyah']",32,22,59
646,sept30#Leys,master,6,"['Aphelios', 'Jhin', 'Caitlyn']",37,34,52
647,Denathor#NA1,master,6,"['Akali', 'Jayce', 'Kennen']",23,17,57
648,KiNG Nidhogg#NA1,master,5,"['JarvanIV', 'Nidalee', 'LeeSin']",21,11,66
649,Sentrial#TALI,master,4,"['Taliyah', 'Syndra']",24,16,60
650,Elaina Bae#NA1,master,4,"['Ashe', 'Jhin', 'Kaisa']",27,16,63
651,GN Duck#NA1,master,4,"['Galio', 'Rakan', 'Pyke']",27,16,63
652,3176422#NA1,master,4,"['Jax', 'Jayce', 'Fiora']",68,60,53
653,Emiya#YYDS,master,3,"['Vex', 'Lissandra', 'Sylas']",33,26,56
654,links#5757,master,3,"['Aphelios', 'Varus', 'Caitlyn']",22,12,65
655,harrycao#那我呢55,master,3,"['KSante', 'Olaf', 'Jax']",28,17,62
656,mbrinqtxr#NA1,master,3,"['Singed', 'Ornn', 'Galio']",41,27,60
657,JungIe Barber#NA1,master,3,"['Rengar', 'Ivern', 'Rumble']",30,33,48
658,xRoyal#11111,master,3,"['Aatrox', 'Rengar', 'Renekton']",23,16,59
659,冰岛英雄#ICE,master,2,"['Brand', 'Lillia', 'Diana']",25,25,50
660,Roose#0153,master,2,"['Akali', 'Orianna', 'Fizz']",37,35,51
661,llaTrigo#LLA,master,2,"['Varus', 'Kalista', 'Jhin']",40,29,58
662,The Udyr Guy#NA2,master,2,"['Ivern', 'Udyr', 'XinZhao']",41,31,57
663,原神启动#就到这里吧,master,1,"['Shaco', 'RekSai', 'Viego']",32,25,56
664,上路线被控了 自己会捡垃圾吃#007,master,1,"['Aatrox', 'Mordekaiser', 'KSante']",44,40,52
665,Odece#NA1,master,1,"['Tristana', 'Kaisa']",22,15,59
666,wnqylzhl#NA1,master,1,"['Viego', 'Senna', 'Graves']",33,28,54
667,Gift#416,master,1,"['Yasuo', 'Zed', 'Syndra']",30,22,58
668,T1 Oner#KR719,master,1,"['LeeSin', 'Graves', 'Aatrox']",24,14,63
669,GG jg gap gonext#NA1,master,1,"['Twitch', 'Zeri', 'Ashe']",45,45,50
670,zhaozhaomumu#NA1,master,1,"['Lissandra', 'Rumble', 'Talon']",23,13,64
671,GyaruGemuEnjoyer#NA1,master,1,"['Jax', 'Rumble', 'Aatrox']",31,22,58
672,TTV Solitified#NA1,master,1,"['Fiora', 'Jax', 'Ornn']",43,39,52
673,WhyDoPeopleFeed#NA1,master,1,"['Alistar', 'Nami']",21,12,64
674,Thorny#4790,master,1,"['Milio', 'Zyra', 'Taric']",26,22,54
675,Suniz#000,master,1,"['Seraphine', 'Kaisa', 'Senna']",64,44,59
676,happy game now#NA1,master,1,"['LeeSin', 'Graves', 'Udyr']",34,13,72
677,정글의 왕#새 청바지,master,1,"['LeeSin', 'Graves', 'Kindred']",28,14,67
678,Kevender#GOAT,master,1,"['Lillia', 'LeeSin', 'Hecarim']",35,28,56
679,zzlzz#NA1,master,1,"['Fiora', 'Jax', 'Malphite']",32,23,58
680,Sora#Aqua,master,1,"['Akshan', 'Yasuo', 'Yone']",56,49,53
681,manspider011#NA1,master,1,"['Pyke', 'Senna', 'Draven']",21,8,72
682,SuperEdgyName666#NA1,master,1,"['Rengar', 'Khazix', 'XinZhao']",22,11,67
683,Saphira#NA1,master,1,"['Hwei', 'Sylas', 'Akali']",37,29,56
684,会いたいなぁぁぁぁ#inai,master,1,"['Azir', 'Galio', 'Leblanc']",28,18,61
685,CY Blood#9527,master,1,"['Evelynn', 'Graves', 'JarvanIV']",28,22,56
686,Click Click Yay#NA1,master,1,"['Syndra', 'Orianna', 'Lux']",18,6,75
687,XDlelXDteemoftw#6969,master,1,"['Bard', 'Renata', 'Milio']",44,37,54
688,Fokko the Furry#FURRY,master,1,"['Neeko', 'Hwei', 'Seraphine']",30,19,61
689,AHº#111,master,1,"['Lucian', 'Twitch', 'Vayne']",37,38,49
690,lnstruments#xdd,master,1,"['Udyr', 'Hecarim', 'Ryze']",35,31,53
691,crimp#00000,master,1,"['Poppy', 'Fiora']",26,17,60
692,Charime#NA1,master,1,"['Taric', 'Karma', 'Nautilus']",21,8,72
693,rspct black wmen#POWER,master,1,"['Singed', 'Tryndamere', 'Nasus']",36,27,57
694,OLOUQAQ#NA1,master,1,"['Fiora', 'Aatrox', 'Gwen']",48,44,52
695,Shed12#NA1,master,1,"['Senna', 'Bard', 'Milio']",51,43,54
696,JbearLOL#HELP,master,1,"['Darius', 'Aatrox', 'Olaf']",41,38,52
697,Greenteabub#1111,master,1,"['LeeSin', 'Ahri', 'Nautilus']",63,60,51
698,VaHill#NA1,master,1,"['Thresh', 'Rell', 'Nautilus']",27,17,61
699,G1ory#NA1,master,1,"['Samira', 'Nilah', 'Varus']",26,16,62
700,Yosunny7#NA1,master,1,"['Kaisa', 'Samira', 'Lucian']",26,14,65
701,Brash#BRSH,master,1,"['Leona', 'Nautilus', 'Alistar']",38,34,53
702,5tunt#NA1,master,1,"['Senna', 'Lux', 'Sona']",26,23,53
703,i wont#002,master,1,"['Vayne', 'Aatrox', 'Yone']",33,24,58
704,DieUnderMyAxe#NA1,master,1,"['Aatrox', 'MonkeyKing', 'Trundle']",23,14,62
705,Blade is Mine#NA1,master,1,"['MasterYi', 'XinZhao', 'Malphite']",25,14,64
706,lady brown#NA1,master,1,"['Zyra', 'Bard', 'Nautilus']",24,9,73
707,Kierce#Azir,master,1,"['Azir', 'Ezreal', 'Xerath']",40,34,54
708,脑袋困掉了#10086,master,1,"['TwistedFate', 'Ornn', 'Viego']",41,40,51
709,콘비르#REC0,master,1,"['Fiora', 'Gwen', 'Akali']",34,26,57
710,MaitreDuTemps#NA9,master,1,"['Yasuo', 'Ezreal', 'Pyke']",27,20,57
711,坏批小跟班#猫执事,master,1,"['Hwei', 'Anivia', 'Zoe']",24,16,60
712,NinjaSenpai#LoL,master,1,"['Vayne', 'MissFortune', 'Kaisa']",35,30,54
713,Little Pawn#NA1,master,1,"['Rakan', 'Milio', 'Alistar']",21,10,68
714,我要把你们豆沙啦#咕咕鸟,master,1,"['Graves', 'Ekko', 'Aatrox']",28,24,54
715,John#JVL,master,1,"['Swain', 'Azir', 'TwistedFate']",25,17,60
716,Yubs#NAVI,master,1,"['Janna', 'Rakan', 'Karma']",42,36,54
717,Burn#Dread,master,1,"['Sylas', 'Viego', 'Gwen']",63,58,52
718,aidony#NA1,master,1,"['MissFortune', 'Ezreal', 'Kennen']",68,49,58
719,Spentcer#NA1,master,1,"['Urgot', 'Hwei', 'KSante']",34,35,49
720,Lokyu#NA1,master,1,"['Lux', 'MissFortune']",43,43,50
721,xeno#7938,master,1,"['Twitch', 'Vayne']",33,25,57
722,ZeusSpirit#NA1,master,1,"['Sett', 'Mordekaiser']",24,12,67
723,Kenny4eva#KT1x,master,1,"['MissFortune', 'Xayah', 'Ashe']",20,7,74
724,Radar#Ekko,master,1,"['Lux', 'Chogath', 'Leblanc']",21,12,64
725,TTV Aicaid#NA1,master,1,"['Seraphine', 'MissFortune', 'Ahri']",34,29,54
726,FairytaIe#NA1,master,1,"['Seraphine', 'Soraka', 'Milio']",40,30,57
727,even#fukou,master,1,"['Qiyana', 'Vex', 'Neeko']",28,23,55
728,AirijkoTTV#HYPER,master,1,"['Aatrox', 'Tryndamere']",41,37,53
729,A Bee#AbbeC,master,1,"['TahmKench', 'Rell', 'Swain']",18,8,69
730,L9 SWE HIGH TC#YOE,master,1,"['Hwei', 'Kassadin', 'Qiyana']",24,17,59
731,Laynx#1111,master,1,"['Yone', 'Yasuo', 'Brand']",39,37,51
732,beebeeb123#NA1,master,1,"['Skarner', 'Amumu', 'Bard']",28,21,57
733,ktno#NA3,master,1,"['Viktor', 'Azir', 'Kassadin']",34,29,54
734,Bashful Iceberg#NA1,master,1,"['Bard', 'Thresh', 'Nunu']",21,8,72
735,Carry Tom#NA1,master,1,"['Tristana', 'Vex', 'Kindred']",26,17,60
736,Marcato#NA1,master,1,"['Jayce', 'TwistedFate', 'Azir']",26,18,59
737,Exothy#31BTG,master,1,"['Yasuo', 'Caitlyn', 'Jhin']",29,21,58
738,Copper King#Pyke,master,1,"['Pyke', 'Rakan', 'Alistar']",44,18,71
739,Griffin#mid19,master,1,"['Diana', 'KSante', 'Leblanc']",45,44,51
740,Yunny#NA1,master,1,"['Neeko', 'Sylas', 'Blitzcrank']",32,24,57
741,Leon#KRG3,master,1,"['Rengar', 'XinZhao', 'Graves']",23,8,74
742,April 15th 1989#0101,master,1,"['Milio', 'Bard', 'Rakan']",35,19,65
743,Kisetsu#NA1,master,1,"['Janna', 'Milio', 'Nami']",39,44,47
744,Vark#NA1,master,1,"['Varus', 'MissFortune', 'Jhin']",37,21,64
745,Jauny#2001,master,1,"['KSante', 'Rumble', 'Jayce']",23,18,56
746,Huntervault#NA1,master,1,"['Cassiopeia', 'Ashe', 'Syndra']",41,33,55
747,林半仙#白老板,master,1,"['KSante', 'Aatrox', 'Mordekaiser']",32,25,56
748,croustifondant#1234,master,1,"['Leblanc', 'Neeko', 'Viktor']",40,31,56
749,LatinDarkrai#NA1,master,1,['Tryndamere'],41,33,55
750,Dıaz#NA1,master,1,"['Lillia', 'Khazix', 'Elise']",21,8,72
751,Øanamie#smile,master,1,"['Kayn', 'Viego', 'Sylas']",41,34,55
752,mohawk#NA1,master,1,"['Khazix', 'Talon']",22,13,63
753,COPEFORM#NA1,master,1,"['Camille', 'Jayce', 'Aatrox']",31,20,61
754,Basix#d00d,master,1,"['Draven', 'Lucian', 'AurelionSol']",28,22,56
755,Gorica2#NA1,master,1,"['Kalista', 'Ezreal', 'Olaf']",19,7,73
756,Rhaastafarian#reap,master,1,"['Kayn', 'Briar', 'Lillia']",37,24,61
757,Uni#yup,master,1,"['Seraphine', 'Renata', 'Karma']",27,20,57
758,gg wtf#neeko,master,1,"['Neeko', 'Vayne', 'Rumble']",21,14,60
759,Levitate1#NA1,master,1,"['Vayne', 'Caitlyn', 'Kaisa']",22,7,76
760,TTV IMainTopLane#NA1,master,1,"['Shen', 'Sett', 'Evelynn']",34,28,55
761,TooKorean#gang,master,1,"['Darius', 'Tryndamere', 'Mordekaiser']",25,15,63
762,OSU Cyborg#NA1,master,1,"['KSante', 'Gragas', 'Aatrox']",38,27,58
763,Freya#cutie,master,1,"['Seraphine', 'Milio', 'Nami']",22,10,69
764,Skar#4824,master,1,"['Kayn', 'Kindred', 'Graves']",41,38,52
765,Honks#pog,master,1,"['Caitlyn', 'Ashe', 'Lucian']",26,15,63
766,joe123#sup,master,1,"['Brand', 'LeeSin', 'Akali']",43,27,61
767,Sol#703,master,1,"['Rakan', 'Sona', 'Senna']",44,34,56
768,Iron Player#NA1,master,1,"['XinZhao', 'Ekko', 'Renata']",40,33,55
769,FLY Busio#000,master,1,"['Bard', 'Pyke', 'Chogath']",19,13,59
770,Angels Demon#NA1,master,1,"['Mordekaiser', 'Yuumi', 'Camille']",27,18,60
771,Aizo#NA1,master,1,"['Jax', 'DrMundo', 'Yone']",48,50,49
772,Fole#NA1,master,1,"['Swain', 'Morgana', 'Nautilus']",20,7,74
773,Arekpro#NA1,master,1,"['Akali', 'Talon', 'Katarina']",21,8,72
774,vickixiaobaobei#NA1,master,1,"['Zed', 'Fizz', 'Talon']",22,13,63
775,Allorim#NA1,master,1,"['Poppy', 'Urgot', 'TahmKench']",22,16,58
776,Yeongjae#KOR,master,1,"['Twitch', 'Draven', 'MissFortune']",22,16,58
777,Dexodius#NA1,master,1,"['Milio', 'Janna', 'Maokai']",34,29,54
778,2001#NA1,master,1,"['Jhin', 'Lucian', 'Samira']",35,23,60
779,TTV Xbonexs#NA1,master,1,"['Draven', 'Jhin', 'MissFortune']",45,25,64
780,Believe#tsg,master,1,"['Malphite', 'Leblanc', 'Viktor']",45,41,52
781,Lord Christo II#NA1,master,1,"['Maokai', 'Xerath', 'Blitzcrank']",34,22,61
782,Shadow#0396,master,1,"['Jax', 'Ashe', 'Khazix']",38,32,54
783,Settlement#NA1,master,1,"['Neeko', 'Ziggs', 'MissFortune']",40,29,58
784,Trinity#5771,master,1,"['Zilean', 'Malzahar', 'Teemo']",39,31,56
785,Japht#NAxD,master,1,"['Riven', 'Aatrox', 'Rell']",34,27,56
786,Lidds#NA1,master,1,"['Nilah', 'Lucian', 'Samira']",39,30,57
787,galbiking#000,master,1,"['Nautilus', 'Milio', 'Senna']",17,1,94
788,GuessWhosBack#jd69,master,1,"['Rengar', 'Akali', 'Talon']",24,13,65
789,Blackattack0018#NA1,master,1,"['Ekko', 'Lillia', 'Diana']",24,11,69
790,ErfSailor#NA1,master,1,"['Khazix', 'JarvanIV', 'Viego']",52,40,57
791,Sticksei#NA1,master,1,"['Fiora', 'Irelia']",32,16,67
792,night#1993,master,1,"['Lillia', 'Kennen', 'Kayn']",26,13,67
793,rank 1 fornite#NA1,master,1,"['Hecarim', 'MasterYi', 'Zed']",42,36,54
794,XTC#zzz,master,1,"['Khazix', 'Janna']",18,5,78
795,외국인은 모두 정신장애자이다#미국인,master,1,"['XinZhao', 'MasterYi', 'Jax']",19,7,73
796,CVU Chainsaw#NA1,master,1,"['Milio', 'Nautilus', 'Ashe']",30,20,60
797,sauda#nla,master,1,"['Sivir', 'Xayah', 'Kalista']",36,28,56
798,Prod#999,master,1,"['Hecarim', 'Rengar', 'Kindred']",37,38,49
799,JAX MAD#NA1,master,1,"['Draven', 'MissFortune', 'Twitch']",24,12,67
800,Strackster64#NA1,master,1,"['Leblanc', 'Syndra', 'Kaisa']",30,17,64
801,JUGKINGDOM#999,master,1,"['LeeSin', 'Ekko', 'XinZhao']",39,28,58
802,至少還有夏天#0623,master,1,"['XinZhao', 'JarvanIV', 'Graves']",44,42,51
803,Sinfonias#NA1,master,1,"['Seraphine', 'Sona', 'Nami']",19,6,76
804,bobjenkins1#NA2,master,1,"['Senna', 'Teemo', 'Ezreal']",27,7,79
805,washed kaisa#kndrd,master,1,"['Gwen', 'Kaisa', 'Ivern']",40,23,63
806,Gay on Sundays#NA1,master,1,"['Zoe', 'Vex', 'Ahri']",19,6,76
807,Goldfish#Gold1,master,1,"['Kindred', 'Kennen', 'Tristana']",48,45,52
808,Berb5#NA1,master,1,"['XinZhao', 'Kindred', 'Graves']",23,15,61
809,她从来没有爱过我#throw,master,1,"['Rell', 'Rakan', 'Nautilus']",26,11,70
810,Wx Breadwhatwhat#00000,master,1,"['Karma', 'Viego', 'Nami']",43,28,61
811,new#NA11,master,1,"['Irelia', 'Kayle', 'Viktor']",68,50,58
812,Trundle Gap#NA1,master,1,"['Zac', 'Urgot', 'Illaoi']",22,12,65
813,Rengar N Bush#NA1,master,1,"['Rengar', 'MasterYi', 'Kaisa']",50,41,55
814,T1 Keria#1119,master,1,"['Rakan', 'Rell', 'Nami']",25,13,66
815,TTV Apexidy#NA1,master,1,"['Azir', 'Ekko', 'Graves']",30,20,60
816,生活高手#karll,master,1,"['Talon', 'Viego']",25,10,71
817,K3NA#453,master,1,"['Neeko', 'Blitzcrank', 'Zoe']",29,18,62
818,zeto#6109,master,1,"['Yone', 'Ekko', 'Yasuo']",25,10,71
819,Kurfyou#00002,master,1,"['Hwei', 'Jinx', 'Seraphine']",20,10,67
820,Mohunnidz02#NA1,master,1,"['Belveth', 'Vi', 'XinZhao']",34,21,62
821,wzrd#vandL,master,1,"['Varus', 'Lucian', 'Kaisa']",54,45,55
822,jenaissante#qqqqq,master,1,"['Aatrox', 'Jax', 'Darius']",24,13,65
823,Watafackekw#EQUIS,master,1,"['Aatrox', 'Jayce', 'KSante']",21,13,62
824,Aatrox#NA1,master,1,"['Aatrox', 'TahmKench', 'Mordekaiser']",40,30,57
825,Murasame#1111,master,1,"['Rengar', 'LeeSin', 'Nidalee']",23,20,53
826,6 7 250 SERBIAN#NA1,master,1,"['Swain', 'Quinn', 'Ornn']",21,12,64
827,Eyla#NA1,master,1,"['Rakan', 'Chogath', 'Senna']",21,13,62
828,RebornMountainx#NA1,master,1,"['Fiddlesticks', 'Brand', 'Briar']",51,44,54
829,Zalt Love#NA1,master,1,"['Xerath', 'Pyke', 'Syndra']",17,5,77
830,DaaddySuggar#NA1,master,1,"['MissFortune', 'Lillia', 'JarvanIV']",36,22,62
831,Junya#7777,master,1,"['Braum', 'Nautilus', 'Rakan']",34,23,60
832,CocoH76#NA1,master,1,"['Samira', 'Draven', 'Lux']",24,17,59
833,franky#zzzz,master,1,"['Irelia', 'Akali', 'Camille']",53,33,62
834,C9 Water#NA1,master,1,"['Kled', 'Malphite', 'Trundle']",18,8,69
835,전 설#1118,master,1,"['Samira', 'Tristana', 'Kaisa']",50,45,53
836,C9 Emilia#NA1,master,1,"['Lux', 'Janna', 'Nami']",26,17,60
837,Bellydrum#GGEZ,master,1,"['XinZhao', 'Graves', 'Belveth']",20,10,67
838,jgkong#NA1,master,1,"['Viego', 'LeeSin', 'Khazix']",21,7,75
839,nadpnw#NA1,master,1,"['Janna', 'Senna', 'Udyr']",46,36,56
840,xNlJtLMarcus#NA1,master,1,"['Lillia', 'Belveth', 'XinZhao']",20,8,71
841,Rexs#AXE,master,1,"['Draven', 'Lucian', 'Jhin']",25,15,63
842,HarrisonTT#NA1,master,1,"['Pantheon', 'Ornn', 'Viktor']",25,19,57
843,NIP The Shy#翔仔没有羊,master,1,"['Fiora', 'Malphite', 'Jax']",27,15,64
844,七海nana米#1701,master,1,"['Karthus', 'MissFortune', 'Ezreal']",33,24,58
845,Spramps#5246,master,1,"['Nunu', 'Hecarim', 'XinZhao']",38,30,56
846,Vaeril Gray#NA1,master,1,"['Senna', 'Seraphine', 'MissFortune']",28,11,72
847,TTV 2b0ne#SZN13,master,1,"['LeeSin', 'Draven', 'Gragas']",36,25,59
848,Someday One Day#NA1,master,1,"['Irelia', 'Yasuo', 'Akali']",38,29,57
849,BLOODY#HANDS,master,1,"['Graves', 'Vladimir', 'Fiora']",31,29,52
850,克里斯#1225,master,1,"['Zed', 'Katarina', 'Karma']",25,18,58
851,ICahriYou#2272,master,1,"['Ahri', 'Vayne', 'Akali']",42,37,53
852,Young Yi#NA1,master,1,"['MasterYi', 'Jax']",26,17,60
853,Duke#NA9,master,1,"['Khazix', 'XinZhao', 'Kindred']",26,14,65
854,ToOldWorld#NA1,master,1,"['Lucian', 'Samira', 'Akali']",24,13,65
855,Lil fizzy#NA1,master,1,"['Fiora', 'Kennen', 'DrMundo']",18,6,75
856,hey im codey#bard,master,1,"['Rakan', 'Bard', 'Xayah']",30,19,61
857,Riot Polifa#bra,master,0,['Velkoz'],28,19,60
858,Lemontea#NA2,master,0,"['Thresh', 'Kalista', 'Caitlyn']",22,20,52
859,callus the mind#NA1,master,0,"['LeeSin', 'XinZhao', 'Graves']",20,10,67
860,TomtheRat#NA1,master,0,"['MissFortune', 'Twitch', 'Vayne']",34,30,53
861,Tina#IJBOL,master,0,"['Seraphine', 'Sona', 'MissFortune']",31,20,61
862,Shieldworm 9#NA1,master,0,"['Neeko', 'Akali', 'Syndra']",46,47,49
863,MLV Bebsi#911,master,0,"['LeeSin', 'Graves', 'Khazix']",30,26,54
864,Lanse#小蓝小蓝,master,0,"['Katarina', 'Sylas', 'Ezreal']",37,25,60
865,piglibra#NA1,master,0,"['XinZhao', 'RekSai', 'Galio']",26,20,57
866,1T1T1T1T1T1#NA1,master,0,"['Annie', 'Draven', 'Illaoi']",99,97,51
867,A Normal Player#NA1,master,0,"['MissFortune', 'Senna', 'Braum']",33,29,53
868,Saozhu#5588,master,0,"['Darius', 'KSante', 'Mordekaiser']",42,39,52
869,Rice Cooker#2612,master,0,"['MissFortune', 'Ezreal', 'Jhin']",63,41,61
870,히라이 모모#TWICE,master,0,"['Belveth', 'Ashe', 'Nocturne']",21,12,64
871,wlr lover#iwnl,master,0,"['Zed', 'Yasuo', 'Talon']",45,43,51
872,Karasmai Kayn#NA1,master,0,"['Kayn', 'Graves', 'Pantheon']",53,51,51
873,da xi gua#NA0,master,0,"['Kalista', 'Varus', 'Yuumi']",15,3,83
874,ROCKBOOM#RBOOM,master,0,"['Tristana', 'Kalista', 'Lucian']",54,48,53
875,Souldier#NA1,master,0,"['Xayah', 'Seraphine', 'Ziggs']",33,26,56
876,Lenti#NA1,master,0,"['Annie', 'Vi', 'MissFortune']",43,38,53
877,听夜风绕过几条街#风渐渐,master,0,"['Lucian', 'Mordekaiser', 'Jax']",31,26,54
878,twtv Sepekuu#NA1,master,0,"['Syndra', 'Hwei', 'Caitlyn']",29,26,53
879,Super Mid#NA1,master,0,"['TwistedFate', 'Trundle', 'Illaoi']",53,42,56
880,Dragonjindi#NA1,master,0,"['Rakan', 'XinZhao', 'Graves']",27,19,59
881,doggychow#00000,master,0,"['Sion', 'Heimerdinger', 'Illaoi']",35,32,52
882,DiVE#NA2,master,0,"['Fizz', 'Annie', 'Ekko']",40,31,56
883,StacksToWinNasus#NA1,master,0,"['Graves', 'MasterYi', 'Kaisa']",73,64,53
884,케라몬#GBR,master,0,"['Kayn', 'Evelynn', 'Lillia']",59,52,53
885,Mori#88888,master,0,"['Pantheon', 'Darius']",21,12,64
886,JuanAndrei#NA1,master,0,"['Syndra', 'Kindred', 'Orianna']",25,10,71
887,jimmyreformed#0352,master,0,"['Brand', 'Trundle', 'Malphite']",43,32,57
888,PK1#NA1,master,0,"['Lucian', 'Ashe', 'Jinx']",21,11,66
889,牛牛饭店#LBWNB,master,0,"['Lillia', 'MissFortune', 'Nocturne']",33,32,51
890,Reina Latina#NA1,master,0,"['Karma', 'Diana', 'Senna']",27,19,59
891,firesong#2612,master,0,"['Rakan', 'Thresh', 'Braum']",20,11,65
892,Kraken Smacker#NA1,master,0,"['Graves', 'Rengar', 'Khazix']",27,19,59
893,Halls#003,master,0,"['Udyr', 'Jax', 'Graves']",32,26,55
894,Intrinsically#soul,master,0,"['Senna', 'Maokai', 'Ekko']",24,12,67
895,BOBtimer#NA1,master,0,"['Poppy', 'Ornn', 'Sejuani']",35,28,56
896,AGooseNoise#Honk,master,0,"['Senna', 'Zyra', 'TwistedFate']",25,12,68
897,BuzzManQc#NA1,master,0,['Nasus'],34,23,60
898,Sawyer2974#NA1,master,0,"['Belveth', 'Lillia', 'Nocturne']",31,27,53
899,yns#NA1,master,0,"['Aphelios', 'Graves', 'Ezreal']",33,31,52
900,ButtaBrain#NA1,master,0,"['Azir', 'Janna', 'Akshan']",24,16,60
901,SlapMeQueen#asian,master,0,"['Taliyah', 'Nocturne', 'Graves']",20,12,63
902,Teemo4#NA1,master,0,['Teemo'],26,11,70
903,Uhtred Ragnaros#NA1,master,0,['Volibear'],44,30,59
904,ioan#NA1,master,0,"['Rumble', 'Gnar', 'Kennen']",35,22,61
905,Lancelot Link#NA1,master,0,"['Tryndamere', 'Jax', 'Olaf']",65,56,54
906,xFSN Saber#NA1,master,0,"['Caitlyn', 'Twitch', 'Kaisa']",63,50,56
907,Bill the Drill#NA1,master,0,"['Gragas', 'Renekton', 'TahmKench']",31,27,53
908,SSG Caboose#NA1,master,0,"['Nautilus', 'Seraphine', 'Blitzcrank']",25,10,71
909,Retry#XXX,master,0,"['Lux', 'Senna', 'Milio']",30,20,60
910,Fated Blade#Fate,master,0,"['Diana', 'Morgana', 'Lillia']",31,23,57
911,Pooned#NA1,master,0,"['Pyke', 'Swain', 'Singed']",34,22,61
912,HERE l STAND#NA1,master,0,"['Aatrox', 'KSante', 'Akali']",21,10,68
913,Fireware#NA1,master,0,"['Teemo', 'Draven', 'Jhin']",39,36,52
914,Seranok#VZLA,master,0,"['TwistedFate', 'Zoe', 'Sylas']",20,13,61
915,Zeuce#NA1,master,0,"['Seraphine', 'Zyra', 'Lux']",36,36,50
916,RoseThorn#Rose,master,0,"['LeeSin', 'Graves', 'XinZhao']",18,15,55
917,goku#CBT,master,0,"['Lillia', 'Hecarim', 'Maokai']",37,19,66
918,Dreameme#world,master,0,"['TwistedFate', 'Singed']",34,32,52
919,goldwolfer#9999,master,0,"['Zeri', 'Nilah', 'Jhin']",28,19,60
920,Navcan#NA1,master,0,"['Janna', 'Maokai', 'Ashe']",33,24,58
921,Timeless Moment#NA1,master,0,"['Cassiopeia', 'Syndra', 'Taliyah']",31,22,58
922,get on my level#corgi,master,0,"['Anivia', 'MasterYi', 'Lucian']",36,27,57
923,picapica#123,master,0,"['Lulu', 'Senna', 'Rakan']",25,18,58
924,bakeryboy#NA1,master,0,"['Akshan', 'Corki', 'Quinn']",24,11,69
925,PVE wertion#NA1,master,0,"['LeeSin', 'Evelynn', 'Elise']",31,23,57
926,k1ngyb#456,master,0,"['Swain', 'Lucian', 'Kalista']",20,5,80
927,llaMun#LLA,master,0,"['Senna', 'Ashe', 'Lux']",42,35,55
928,打野小猫咪#lol,master,0,"['Khazix', 'Evelynn', 'XinZhao']",20,14,59
929,kks#5474,master,0,"['Leblanc', 'Qiyana', 'Yone']",29,22,57
930,TTV xeirzo#NA2,master,0,"['Gwen', 'Jax', 'Vayne']",45,32,58
931,Worst#NA1,master,0,"['Twitch', 'Kaisa', 'Lucian']",50,44,53
932,混蛋玩家#pig,master,0,"['Rengar', 'Graves', 'XinZhao']",27,18,60
933,새 벽#바람이,master,0,"['Blitzcrank', 'Rakan', 'Lissandra']",48,45,52
934,GenerousJenni#NA1,master,0,"['Vladimir', 'Hecarim', 'Ryze']",53,46,54
935,TTV Pomerzz 1#Shaco,master,0,"['Shaco', 'Nunu', 'Ashe']",29,28,51
936,DWG Canyon#6666,master,0,"['Khazix', 'Malphite', 'Elise']",36,36,50
937,T1 Quokka#NA1,master,0,"['Pyke', 'Senna', 'Ashe']",23,20,53
938,Horder#0000,master,0,"['Jayce', 'Jax', 'Vayne']",21,15,58
939,Fizz#NA244,master,0,"['Fizz', 'Hwei', 'Lucian']",25,18,58
940,SANRIO KITTEN#NA1,master,0,"['Rengar', 'MasterYi', 'Kayn']",25,14,64
941,MartialPoıse#NA1,master,0,"['Rengar', 'Ezreal', 'Khazix']",29,12,71
942,dsquestionmark#ebb,master,0,"['Thresh', 'Blitzcrank', 'Nautilus']",26,20,57
943,454545#NA1,master,0,"['Ashe', 'Rakan', 'Nami']",28,16,64
944,1v9#911,master,0,"['Twitch', 'Caitlyn', 'Vayne']",32,29,52
945,ttvCyinite#NA1,master,0,"['Akali', 'Viktor', 'Gnar']",34,24,59
